正文,真实值,预测值
目的 调查 新疆 巴州 师 焉耆 医院 口腔科 成人 患者 牙科 恐惧症 发生 情况 研究 防治 提供 相关 方法 采用 牙科 焦虑 量表 抽样调查 名 口腔 患者 恐惧 焦虑 情况 相关 因素 分析 平均 分值 ± 患病率 女性 患病率 高于 男性 岁 人群 患病率 大于 岁 人群 患病率 最低 汉族 人群 患病率 高于 少数民族 差异 统计学 意义 影响 因素 疼痛 担心 治疗 意外 疗效 不好 牙科 器械 诊疗 过程 恐惧 结论 牙科 焦虑症 多种 因素 临床 口腔 医生 治疗 时应 观察 沟通 患者 需求 着手 预防 缓解 牙科 恐惧症 提高 口腔 医疗 质量,0,[0.00013062]
目的 探讨 牙膏 牙刷 连接 负压 吸引 器 口腔 冲洗 临床 效果 方法 选取 口气 插管 病人 例 随机 分成 治疗 组与 对照组 例 治疗 组用 牙膏 牙刷 连接 负压 吸引 器行 口腔 冲洗 方法 对照组 传统 棉球 擦拭 口腔 两组 口腔 护理 效果 治疗 组在 口腔 异味 口腔 感染 发生率 牙菌斑 清除 情况 优于 对照组 差异 统计学 意义 结论 牙膏 牙刷 连接 负压 吸引 器 口腔 冲洗 一种 口腔 护理 方式 改善 口腔 异味 清除 牙菌斑 降低 口腔 感染 发生率 值得 临床 推广应用,1,[0.9993218]
正 羊 坏死 杆菌 病是 坏死 梭 杆菌 一种 传染病 组织 坏死 特征 临床 上以 绵羊 居多 山羊 少见 现将 山羊 坏死 杆菌 病 病例 报道 发病 情况 年 月份 七星 关区 阴底 乡 山羊 养殖户 饲养 余头 黑山羊 半数 发病 半个 月 死亡 笔者 前往 诊疗 临床 检查 病羊 精神 萎缩 毛 粗乱 消瘦 口唇 外 病变 口腔 下颌 肿胀 丘疹 脓疮 坏死 灶 羊 牙齿 松晃 脱落 采食 咀嚼 吞咽困难,0,[4.4771456e-05]
目的 探讨 老年 肝病 患者 实施 舒适 护理 效果 方法 老年 肝病 患者 心理 生理 环境 饮食 社会 服药 输液 全方位 舒适 护理 实施 舒适 护理 老年 肝病 患者 自我感觉 舒适 未 发生 伤 走失 跌倒 坠床 压疮 烫伤 口腔 感染 饮食 不当 服药 不当 输液 带来 不适 现象 结论 舒适 护理 提高 老年 肝病 患者 舒适度 确保 患者 身心 处于 最佳 状态 配合 治疗 护理 生活 质量 进一步提高,0,[0.00140622]
目的 观察 低温 等离子 治疗 舌 扁桃体 肥大 疗效 方法 采用 低温 等离子 手术 系统 确诊 患者 手术 治疗 轻度 增生 能量 级 采用 凝 档 中重度 增生 观察 效果 术后 并发症 术后 随访 月 治疗 效果 划分 层次 治愈率 显 效率 有效率 效率 总 有效率 未见 不良反应 并发症 结论 低温 等离子 射频 手术 治疗 中重度 效果,0,[0.01891371]
正 三叉神经痛 一种 常见 神经系统 功能 失调 性 内科 疾病 表现 三叉神经 分布区 反复 发作 短暂性 阵发性 疼痛 疼痛 单侧 右侧 三叉神经痛 临床 分 原发性 继发性 继发性 三叉神经痛 器质性 病变 该病 治疗 原发 病灶 缓解 消除 疼痛 原发性 三叉神经痛 病因 发病 机制 尚 临床 治疗 方法 众多 疗效 难以 肯定 针刺 联合 搜风 通络 止,0,[3.9793e-05]
目的 分析 派丽奥 辅助 治疗 慢性 牙周炎 临床 效果 方法 选取 慢性 牙周炎 患者 例 随机 分为 组 对照组 基础 治疗 观察 组在 对照组 治疗 基础 牙周袋 注入 派丽奥 治疗 观察 组 患者 治疗 效果 各项 指标 观察 组总 有效率 高于 对照组 差异 统计学 意义 治疗 前 观察 组 指标 对照组 差异 统计学 意义 组 治疗 治疗 前均 明显好转 差异 统计学 意义 治疗 观察 组 指标 优于 对照组 差异 统计学 意义 结论 派丽奥 辅助 治疗 提高 慢性 牙周炎 患者 治疗 效果 改善 各项 指标 临床 效果 确切,1,[0.9984492]
目的 本院 疱疹 性 口腔炎 患者 例 治疗 观察 疗效 方法 患者 常规 口腔 清洁 治疗 基础 提供 昔洛韦 注射液 滴注 次 连续 治疗 天 例 患者 退热 疱疹 愈合 创面 疼痛感 减轻 降温 有效率 疱疹 治疗 有效率 疼痛感 减轻 有效率 结论 常规 治疗 基础 增加 昔洛韦 注射液 治疗 改善 疱疹 性 口腔炎 患者 症状 不良反应 推广 临床 治疗 中,0,[0.00903496]
目的 观察 儿童 第一 恒 磨牙 窝沟 封闭 效果 方法 广州市 海珠区 小学 例 儿童 颗 第一 恒 磨牙 窝沟 封闭 口腔卫生 宣教 相结合 方法 预防 儿童 恒 磨牙 龋 病 封闭剂 保留 率 月 月 月 月 月 月 相比 差异 统计学 意义 龋 发病率 月 月 月 月 月 月 相比 差异 统计学 意义 结论 窝沟 封闭 口腔卫生 宣教 相结合 降低 儿童 第一 恒 磨牙 龋 发病率 值得 临床 推广应用,0,[0.00574392]
目的 评价 自酸蚀 粘接剂 粘接 强度 耐久性 方法 选择 年 月 就诊 中国医科大学 附属 口腔医院 口腔 外科 患者 因非 龋源性 原因 拔除 龋 第三磨牙 颗 采用 石膏 打磨机 去除 牙釉质 暴露 牙本质 目 砂纸 水 环境 中 研磨 去除 表面 玷污 层 采用 随机 抽签 原则 颗牙为 一组 分为 组 表面 涂布 临床 自酸蚀 粘接剂 每种 粘接剂 分为 组 时间 点 月 月 月 月 粘接剂 产品 说明书 操作 表面 堆砌 约 厚 复合树脂 置于 无菌 双蒸水 中 保存 恒温箱 月 切割成 截面 长 柱状 微 拉伸 测试 粘接剂 时间 点 粘接 强度 耐久性 一步 自酸蚀 粘接剂 月 粘接 强度 粘接 强度 降低 二步 自酸蚀 粘接剂 月 粘接 强度 相比 差异 统计学 意义 结论 含有 亲水性 成分 甲基丙烯酸 羟 乙酯 一步 自酸蚀 粘接剂 粘 接力 强于 不含 粘接剂 一步 自酸蚀 粘接剂 相比 二步 自酸蚀 粘接剂 耐久性 测试 中 表现 稳定,0,[0.8652717]
口腔 治疗 提倡 无痛 微创 舒适 医疗 现今 口腔 治疗 应 充分考虑 患者 就诊 过程 中 舒适性 舒适 微创 医学 发展 诸多 新理念 新 技术 于牙槽 外科 融入 拔牙 手术 拔牙 治疗 发展 国内外 拔牙 手术 相关 领域 技术 设备 新进展 传统 拔牙 无痛 微创 拔牙 研究 相关 结论 无痛 微创 拔牙 多方面 显现出 优势 包括 几个 牙科 疼痛 降低 牙科 疼痛 发生 无痛 微创 拔牙 技术 包括 无痛 微创 拔牙 技术 炎症 区 病灶 牙 拔牙 围术期 减少 拔牙 术后 并发症,0,[0.00021505]
目的 探讨 培养 口腔 护士 根管 治疗 术 中 护理 配合 方法 选取 年 月 年 月 例 根管 治疗 患者 采用 四手操作 护理 方法 密切配合 医生 手术 治疗 护理 配合 方式 包括 患者 日常 护理 手术 物品 器械 传递 及时处理 患者 分泌物 根管 治疗 手术 护士 科学 护理 配合 顺利完成 结论 护士 拥有 精湛 护理 技术 职业道德 根管 治疗 手术 前提,0,[0.0017115]
目的 探讨 口腔溃疡 患者 实施 口腔 护理 饮食 干预 临床 疗效 方法 选取 年 月 年 月 我院 口腔科 收治 例 口腔溃疡 患者 随机 分为 对照组 观察 组 每组 例 对照组 给予 口腔 护理 观察 组 给予 口腔 护理 饮食 干预 两组 患者 临床 疗效 观察 组 进食 达标率 高于 对照组 差异 统计学 意义 观察 组 溃疡 愈合 时间 ± 天 对照组 ± 天 观察 组 溃疡 愈合 情况 优于 对照组 观察 组 治疗 总 有效率 对照组 两组 差异 结论 口腔溃疡 患者 实施 口腔 护理 饮食 干预 明显改善 患者 临床 症状 溃疡 愈合 提高 治疗 效果,1,[0.9995598]
检索 年 发表 针刺 治疗 三叉神经痛 文献 针刺 治疗 三叉神经痛 选穴 针刺 规律 疗效 评价 分析 临床 研究 提供 参考 参考文献 篇,0,[6.426118e-05]
口腔 临床 制取 印模 时 印模材料 接触 患者 体液 口腔 印模 患者 体液 污染 导致 印模 表面 携带 致病 微生物 金黄色 葡萄球菌 乙型肝炎 病毒 人类 免疫 缺陷 病毒 口腔 印模 制取 消毒 患者 医生 技师 间 交叉感染 印模 消毒 过程 中 印模 消毒 方法 印模 尺寸 稳定性 影响 本文 消毒 方法 弹性体 印模 尺寸 稳定性 影响 作一 综述,0,[3.206567e-05]
目的 农村 家庭 口腔 健康状况 评估 口腔 健康 干预 效果 方法 采用 简单 随机抽样 方法 国家 卫 计委 制定 量表 口腔 干预 户 共计 口腔 健康 调查 干预 前 龋齿 填充 率 早晚 刷牙 率 家长 儿童 刷牙 率 干预 龋齿 填充 率 显著性 提高 口腔 健康 知 信 行 显著性 改善 差异 统计学 意义 结论 农村 社区 口腔 健康 教育 提高 农村居民 口腔 健康 知 信和行 改善 农村居民 口腔 健康,0,[0.01001037]
目的 探寻 血清 视黄醇 蛋白 口腔 鳞癌 中 检测 价值 方法 例 口腔 鳞癌 患者 例 黏膜 白斑 患者 例 健康 志愿者 血清 浓度 检测 水平 临床 参数 性别 年龄 吸烟 肿瘤 大小 肿瘤 肿瘤 分化 程度 淋巴结 转移 程度 关系 统计分析 曲线 分析 血清 口腔 鳞癌 检测 价值 口腔 鳞癌 患者 血清 浓度 高于 高于 健康 志愿者 高于 黏膜 白斑 患者 高 表达 肿瘤 大小 密切相关 分析 显示 血清 口腔 鳞癌 患者 早期 诊断 价值 结论 血清 口腔 鳞癌 患者 中 高 表达 口腔 鳞癌 早期 诊断,0,[0.00010051]
更好 企业 年 行业 经营 现状 指导 行业 持续 发展 中国 口腔 清洁 护理 用品 工业协会 会员单位 生产 经营 状况 详细 统计调查 基础 行业 月份 生产 经营 状况 产品 市场 运行 情况 深入细致 分析 当年 行业 生产 经营 发展 变化 应 会员单位 行业 健康 协调 发展 提出 可行 完善 指导 意见,0,[1.6381064e-05]
例在 引导 下经皮 穿刺 半月 神经节 射频 消融 治疗 三叉神经痛 护理 体会 包括 术 前 术 中及 术后 护理 工作 术 前 术后 精心 护理 解决 患者 思想负担 配合 治疗 降低 术后 并发症 发生,0,[0.00097918]
目的 观察 炎琥宁 联合 干扰素 治疗 小儿 手足 口病 效果 心肌 酶 肝功能 影响 方法 例 小儿 手足 口病 患儿 随机 分为 观察 组和 对照组 例 观察 组予 炎琥宁 联合 干扰素 治疗 对照组 干扰素 治疗 疗程 疗程 结束 评价 两组 患儿 疗效 两组 临床 症状 消失 时间 住院 时间 心肌 酶 肝功能 水平 变化 治疗 过程 中 药品 不良反应 发生 情况 观察 组 治疗 总 有效率 高于 对照组 两组 治疗 水平 磷酸 肌酸激酶 乳酸 脱氢酶 磷酸 肌酸激酶 同工酶 心肌 酶 水平 治疗 前 下降 观察 组 心肌 酶 水平 低于 对照组 观察 组 患儿 退热 时间 口腔溃疡 消退 时间 手足 皮疹 消退 时间 住院 时间 短于 对照组 两组 不良反应 发生率 差异 统计学 意义 结论 炎琥宁 联合 干扰素 治疗 小儿 手足 口病 效果显著 缩短 临床 症状 消退 时间 住院 时间 改善 肝功能 心肌 酶 水平 不良反应 少 值 临床 推广应用,1,[0.9994023]
目的 探索 一种 快速 人体 无创伤 基因组 提取 方法 方法 碘化钾 法 口腔 拭子 基因组 提取 试剂盒 法对 新鲜 室温 放置 周 唾液 标本 基因组 提取 基因 扩增 效果 采集 名 健康 儿童 成人 唾液 标本 验证 碘化钾 法 提取 唾液 基因组 稳定性 两种 提取 方法 新鲜 唾液 标本 中 高质量 基因组 碘化钾 法 率 ± ± 试剂盒 法 ± ± 室温 放置 周 唾液 标本 两种 提取 方法 降解 基因 扩增 正确 大小 目的 片段 碘化钾 法 提取 名 健康 儿童 成人 唾液 基因组 个体差异 得率 ± 质量 稳定 可靠 ± 结论 碘化钾 法 提取 唾液 基因组 廉价 高效 人体 无创伤 非常适合 分子 流行病学 研究,0,[0.00035011]
正 口腔 微生物 侵入 机体 途径 口腔 温度 湿度 食物残渣 适宜 微生物 生长 繁殖 口腔 常有 细菌 普外科 患者 术后 禁食 期间 唾液腺 分泌 减少 口腔 黏膜 干燥 自洁 能力 下降 口腔 感染 口腔 护理 保持良好 口腔卫生 状况 措施 口腔 牙齿 清洁 口臭 口腔 感染 作用 临床 采用 护理液 擦拭 方法 口腔 护理 传统 口腔 护理液 味道 苦涩 擦拭 操作步骤 繁,0,[0.00029125]
种植体 炎是 发生 行使 功能 骨性 种植体 组织 炎症 支持 骨 丧失 种植体 周袋 导致 种植 术 失败 种植体 炎 发病率 白细胞 介素 细胞因子 参与 种植体 组织 炎 性反应 免疫 应答 种植体 炎 发生 发展 过程 中起 作用 白细胞 介素 可溶性 受体 阻断 呈现出 种植体 炎 治疗 美好前景 研究 白细胞 介素 免疫调节 功能 阐明 种植体 炎 致病 机制 临床 治疗 意义 本文 种植体 组织 种植体 炎 致病 因素 种植体 龈沟 液中 白细胞 介素 研究进展 作一 综述,0,[0.00010319]
传统 口腔 组织 病理学 实验教学 教学方法 单一 教学 手段 沉闷 实验 材料 数量 质量 影响 学生 学习 积极性 实验教学 实践 中 引进 显微 数码 互动 系统 建立 口腔 组织 病理学 数码 虚拟 切片 库 多种 教学 技术 取长补短 传统 实验教学 数码 虚拟 切片 显微 数码 互动 系统 综合 极大地提高 学生 学习 积极性 口腔 组织 病理学 教学质量 值得 进一步 推广,0,[2.812811e-05]
目的 提高 病原 生物学 免疫学 教学质量 激发 学生 学习 兴趣 病原 生物 免疫学 理论知识 提高 学生 能力 思维能力 方法 本校 级 年制 口腔医学 专业 学生 病原 生物学 免疫学 教学 改革 探索 采用 病例 讨论式 教学 启发式 教学 教学方法 病原 生物学 免疫学 教学内容 有机 整合 开通 病原 生物学 免疫学 微信 交流平台 师生 间 学生 间 课 上课 互动 利用网络 信息 激发 学生 学习 热情 学习 主动性 改革 学生 教学 过程 主体 激发 学生 学习 主动性 培养 学生 动手 能力 提高 交流 合作 综合 分析 解决问题 能力 结论 教学改革 提高 教学质量 方法,0,[0.00018727]
数字化 三维 摄影 测量 人体 软组织 评估 测量 方法 三维 图像 传统 二维 图像 信息 锥形 束 激光 扫描 方法 无辐射 无创伤 获取 图像 口腔 临床 中 该文 口腔 颌面部 软组织 评估 中 作一 综述,0,[1.49365005e-05]
烟粉 虱以 持久性 可循 回 方式 传播 双生 病毒 烟粉 虱 传毒 历经 获毒 持毒 传毒 阶段 烟粉 虱 体内 病毒 受体 病毒 蛋白 寄主植物 因子 参与 过程 本文 综述 影响 烟粉 虱 特异性 传播 双生 病毒 因素 二者 间接 互作 烟粉 虱 传播 双生 病毒 特异性 烟粉 虱隐种 病毒 种类 烟粉 虱 体内 特定 器官 细胞 烟粉 虱 病毒 蛋白 烟粉 虱 体内 共生 细菌 烟粉 虱 双生 病毒 长期 进化 中 病毒 调控 烟粉 虱 寄主植物 特性 传播,0,[4.1500694e-05]
目的 探讨 预成 纤维 桩 口腔 修复 中 作用 研究 提供 方法 选取 我院 年 月 年 月 收治 例 口腔 修复 患者 研究 对象 入院 时间 分成 实验组 对照组 例 对照组 采用 可塑 纤维 桩 口腔 修复 实验组 预成 纤维 桩 口腔 修复 采用 统计分析 软件 两组 患者 疗效 两组 患者 施以 方法 口腔 修复 发现 实验组 患者 口腔 修复 成功率 对照组 患者 口腔 修复 成功率 实验组 患者 生活 质量 评分 优于 对照组 差异 统计学 意义 结论 研究 发现 预成 纤维 桩 患者 口腔 修复 明显提高 治疗 成功 概率 临床 价值 值得 推广应用,0,[0.09201097]
目的 探讨 综合 护理 干预 神经内科 鼻饲 患者 防误 吸中 作用 方法 例 留置 胃管 患者 随机 数字 表法 分为 对照组 观察 组 例 对照组 常规 护理 观察 组在 常规 护理 基础 综合 护理 干预 包括 改良 胃管 插入 深度 体位 管理 口腔 护理 腹部 按摩 健康 宣教 组 鼻饲 患者 抬高 床头 体位 正确率 及误 吸 发生率 观察 组误 吸 发生率 对照组 误吸 发生率 观察 组误 吸 发生率 低于 对照组 差异 统计学 意义 χ 结论 神经内科 留置 胃管 提供 肠内 营养 支持 患者 综合 护理 干预 保证 抬高 床头 体位 正确率 降低 误吸 发生率 提高 护理 质量 保证 患者,1,[0.9998809]
